
 num     #instances         #bytes  class name
 700:            94           1504  sun.security.x509.KeyIdentifier
 701:            93           1488  org.apache.lucene.index.FreqProxTermsWriter
 702:            93           1488  org.apache.lucene.index.NormsConsumer
 703:            92           1472  org.apache.lucene.search.ConjunctionTermScorer$1
 704:            23           1472  org.apache.solr.schema.TrieDateField
 705:            46           1472  java.rmi.server.UID
 706:            46           1472  java.security.spec.EllipticCurve
 707:            26           1456  [Lorg.apache.lucene.util.Bits;
 708:            90           1440  [Lorg.apache.tomcat.util.modeler.NotificationInfo;
 709:            30           1440  org.apache.solr.common.util.JavaBinCodec
 710:            90           1440  sun.security.x509.SerialNumber
 711:            30           1440  org.apache.lucene.search.TermRangeTermsEnum
 712:            78           1416  [Lorg.apache.catalina.LifecycleListener;
 713:            44           1408  org.apache.lucene.analysis.synonym.FSTSynonymFilterFactory
 714:            11           1408  org.apache.lucene.index.ConcurrentMergeScheduler$MergeThread
 715:            52           1408  [Ljava.io.ObjectStreamField;
 716:            11           1408  com.google.common.cache.LocalCache
 717:            44           1408  org.apache.lucene.analysis.synonym.SynonymFilterFactory
 718:            44           1408  org.apache.lucene.analysis.util.ElisionFilterFactory
 719:            87           1392  java.util.Hashtable$EntrySet
 720:            58           1392  org.apache.solr.servlet.SolrRequestParsers$ByteArrayOutputStream2
 721:            86           1376  java.lang.Float
 722:            43           1376  org.apache.lucene.search.BooleanQuery$BooleanWeight
 723:            43           1376  java.security.Permissions
 724:            51           1368  [Lorg.apache.tomcat.util.http.mapper.Mapper$Wrapper;
 725:            13           1352  org.apache.lucene.codecs.lucene41.Lucene41SkipWriter
 726:            28           1344  org.apache.lucene.index.SlowCompositeReaderWrapper
 727:            56           1344  java.util.concurrent.LinkedBlockingQueue$Node
 728:            12           1344  org.apache.lucene.index.LiveIndexWriterConfig
 729:            24           1344  org.apache.lucene.util.packed.PackedWriter
 730:            24           1344  org.apache.solr.update.processor.LogUpdateProcessor
 731:            84           1344  java.util.concurrent.ConcurrentHashMap$EntrySet
 732:            56           1344  org.apache.solr.schema.CopyField
 733:             4           1344  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl
 734:             3           1336  [Ljava.util.Locale;
 735:            33           1320  org.apache.lucene.analysis.miscellaneous.WordDelimiterFilterFactory
 736:            11           1320  org.apache.solr.core.SolrConfig
 737:            55           1320  java.util.regex.Pattern$Start
 738:            55           1320  org.apache.lucene.analysis.core.WhitespaceTokenizerFactory
 739:            11           1320  org.apache.solr.handler.ReplicationHandler
 740:            33           1320  org.apache.solr.search.SolrReturnFields
 741:            11           1320  org.apache.solr.update.DirectUpdateHandler2
 742:            55           1320  org.apache.lucene.index.DocumentsWriterDeleteQueue$DeleteSlice
 743:            41           1312  java.io.FilePermission
 744:            41           1312  java.util.TreeMap$KeyIterator
 745:            40           1280  org.apache.tomcat.util.digester.ObjectCreateRule
 746:            80           1280  sun.security.x509.CertificateVersion
 747:            80           1280  sun.security.x509.CertificateSerialNumber
 748:            80           1280  sun.security.x509.CertificateAlgorithmId
 749:            80           1280  sun.security.x509.CertificateX509Key
 750:            53           1272  java.text.CalendarBuilder
 751:            53           1272  org.apache.solr.util.DateMathParser
 752:            26           1248  org.apache.lucene.index.IndexFileDeleter$CommitPoint
 753:            39           1248  org.apache.solr.search.SortedIntDocSet$2$1
 754:            26           1248  java.util.concurrent.ThreadPoolExecutor$Worker
 755:            52           1248  java.util.Collections$1
 756:            22           1232  org.apache.solr.update.CommitTracker
 757:            51           1224  org.apache.noggit.CharArr
 758:            51           1224  org.apache.lucene.index.NumericDocValuesWriter$1
 759:            51           1224  java.util.regex.Pattern$Ctype
 760:            38           1216  com.sun.org.apache.xerces.internal.jaxp.SAXParserFactoryImpl
 761:            30           1200  sun.security.x509.AuthorityKeyIdentifierExtension
 762:            50           1200  java.beans.PropertyChangeSupport
 763:            75           1200  java.util.concurrent.atomic.AtomicBoolean
 764:            30           1200  com.sun.org.apache.xerces.internal.impl.dtd.XMLSimpleType
 765:             3           1200  [Ljava.lang.Thread;
 766:            50           1200  java.security.spec.ECPoint
 767:            15           1200  java.net.URI
 768:            30           1200  java.util.IdentityHashMap
 769:            29           1160  org.apache.catalina.core.StandardPipeline
 770:            48           1152  org.apache.lucene.util.SetOnce
 771:            47           1128  java.util.regex.Pattern$BitClass
 772:            47           1128  org.apache.solr.util.DefaultSolrThreadFactory
 773:            47           1128  org.apache.lucene.util.packed.Direct16
 774:            35           1120  java.util.regex.Pattern$Branch
 775:            28           1120  org.apache.lucene.index.SegmentReadState
 776:            28           1120  org.apache.lucene.index.CompositeReaderContext
 777:            69           1104  com.sun.org.apache.xerces.internal.util.AugmentationsImpl
 778:            36           1096  [Ljava.security.ProtectionDomain;
 779:            45           1080  org.apache.lucene.analysis.core.KeywordTokenizerFactory
 780:            67           1072  java.util.TreeMap$KeySet
 781:            11           1056  org.apache.solr.schema.IndexSchema
 782:            44           1056  org.apache.lucene.analysis.en.PorterStemFilterFactory
 783:            59           1056  [Ljavax.management.MBeanNotificationInfo;
 784:            33           1056  com.ctc.wstx.stax.WstxInputFactory
 785:            11           1056  org.apache.solr.schema.SpatialRecursivePrefixTreeFieldType
 786:            22           1056  org.apache.solr.handler.component.QueryElevationComponent$ElevationObj
 787:            44           1056  org.apache.lucene.analysis.synonym.SynonymMap
 788:            44           1056  org.apache.lucene.util.BytesRefHash$DirectBytesStartArray
 789:            12           1056  org.apache.lucene.index.TieredMergePolicy
 790:            22           1056  org.apache.lucene.store.NRTCachingDirectory
 791:             1           1040  [Ljava.lang.Integer;
 792:             1           1040  [Ljava.lang.Long;
 793:            10           1040  com.ctc.wstx.io.BranchingReaderSource
 794:             1           1040  [Lcom.sun.org.apache.xerces.internal.impl.dtd.models.ContentModelValidator;
 795:             1           1040  [Lcom.sun.org.apache.xerces.internal.impl.dv.DatatypeValidator;
 796:            26           1040  java.math.BigDecimal
 797:            32           1024  java.util.zip.ZipCoder
 798:            18           1008  org.apache.solr.search.SolrIndexSearcher$QueryCommand
 799:            21           1008  org.apache.solr.update.TransactionLog$LogCodec
 800:            25           1000  java.io.ObjectStreamClass$FieldReflectorKey
 801:            25           1000  java.util.PropertyResourceBundle
 802:            31            992  org.apache.solr.util.stats.TimerContext
 803:            41            984  java.io.FilePermissionCollection
 804:             1            984  [Ljava.lang.Character$UnicodeBlock;
 805:            11            968  org.apache.solr.schema.PointType
 806:            11            968  org.apache.solr.schema.CurrencyField
 807:            30            960  java.security.Provider$EngineDescription
 808:             5            960  com.sun.org.apache.xerces.internal.impl.XMLDTDScannerImpl
 809:            12            960  java.net.FactoryURLClassLoader
 810:            20            960  java.util.concurrent.LinkedBlockingQueue
 811:            12            960  org.apache.lucene.index.DocumentsWriter
 812:            30            960  org.apache.lucene.store.IOContext
 813:            30            960  org.apache.solr.response.BinaryResponseWriter$Resolver
 814:             5            960  com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration
 815:            17            952  org.apache.tomcat.util.http.mapper.Mapper$Context
 816:            59            944  org.apache.lucene.util.ByteBlockPool$DirectAllocator
 817:            39            936  org.apache.solr.search.SortedIntDocSet$2$1$1
 818:            39            936  java.util.Currency
 819:            29            928  org.apache.catalina.LifecycleEvent
 820:             5            920  org.apache.catalina.loader.WebappClassLoader
 821:            37            888  org.apache.lucene.index.DocumentsWriterDeleteQueue$Node
 822:            11            880  org.apache.solr.schema.LatLonType
 823:            55            880  org.apache.lucene.search.ConjunctionScorer$1
 824:             5            880  com.sun.org.apache.xerces.internal.impl.dtd.XMLNSDTDValidator
 825:            22            880  org.apache.lucene.store.MMapDirectory
 826:            22            880  org.apache.lucene.analysis.path.PathHierarchyTokenizerFactory
 827:            54            880  [Ljavax.management.MBeanConstructorInfo;
 828:            22            880  org.apache.solr.core.CachingDirectoryFactory$CacheValue
 829:            22            880  java.util.concurrent.ConcurrentHashMap$EntryIterator
 830:            35            872  [Ljava.util.regex.Pattern$Node;
 831:            36            864  java.util.Collections$SynchronizedRandomAccessList
 832:            53            848  java.util.concurrent.ConcurrentSkipListMap$KeySet
 833:            21            840  sun.misc.URLClassPath
 834:            15            840  org.apache.lucene.search.ConstantScoreAutoRewrite$CutOffTermCollector
 835:            15            840  javax.management.openmbean.ArrayType
 836:            13            832  com.sun.org.apache.xerces.internal.dom.ElementNSImpl
 837:            26            832  org.apache.tomcat.util.digester.SetNextRule
 838:            13            832  org.apache.solr.schema.DateField
 839:            52            832  org.apache.lucene.search.FieldCacheImpl$DoublesFromArray
 840:            26            832  org.apache.tomcat.util.buf.C2BConverter
 841:            26            832  java.util.zip.Inflater
 842:            26            832  org.apache.tomcat.util.buf.WriteConvertor
 843:             1            816  [Lorg.apache.tomcat.util.threads.ThreadPool$ControlRunnable;
 844:            51            816  org.apache.lucene.search.MatchAllDocsQuery
 845:            34            816  sun.rmi.transport.DGCAckHandler
 846:            26            816  [Lorg.apache.solr.search.SolrCache;
 847:            50            800  java.beans.PropertyChangeSupport$PropertyChangeListenerMap
 848:             5            800  org.apache.catalina.session.StandardManager
 849:            25            800  org.apache.solr.core.SolrCore$8
 850:            10            800  com.ctc.wstx.sr.NsInputElementStack
 851:            11            792  org.apache.solr.handler.dataimport.DataImporter
 852:            11            792  org.apache.solr.update.SolrIndexConfig
 853:            11            792  org.apache.solr.handler.RealTimeGetHandler
 854:            11            792  org.apache.solr.handler.dataimport.DataImportHandler
 855:            33            792  org.apache.tomcat.util.buf.StringCache$ByteEntry
 856:            33            792  org.apache.solr.handler.loader.XMLLoader
 857:            33            792  java.util.regex.Pattern$Single
 858:            32            768  java.util.ArrayDeque
 859:            24            768  org.apache.solr.update.processor.RunUpdateProcessor
 860:            24            768  org.apache.solr.search.BitDocSet$2$1
 861:            24            768  sun.security.x509.OIDMap$OIDInfo
 862:            32            768  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$IdentityMapping
 863:            32            768  java.io.ObjectStreamClass$ClassDataSlot
 864:            24            768  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue
 865:            23            736  org.apache.lucene.index.FieldInfos$FieldNumbers
 866:            23            736  sun.management.MappedMXBeanType$BasicMXBeanType
 867:            10            720  com.ctc.wstx.io.ReaderBootstrapper
 868:            30            720  com.ctc.wstx.util.StringVector
 869:            18            720  com.sun.jmx.mbeanserver.MXBeanSupport
 870:            15            720  java.lang.management.PlatformComponent
 871:            22            704  org.apache.solr.search.LRUCache$CumulativeStats
 872:            11            704  org.apache.solr.core.JmxMonitoredMap
 873:            11            704  org.apache.solr.handler.admin.SystemInfoHandler
 874:             4            704  com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator
 875:            11            704  org.apache.solr.schema.BinaryField
 876:            11            704  org.apache.solr.schema.IntField
 877:            22            704  com.sun.org.apache.xerces.internal.dom.NodeListCache
 878:            11            704  org.apache.solr.schema.LongField
 879:            44            704  org.apache.solr.common.params.MultiMapSolrParams
 880:            11            704  org.apache.solr.handler.UpdateRequestHandler
 881:            22            704  org.apache.lucene.store.RAMDirectory
 882:            11            704  org.apache.solr.schema.FloatField
 883:            11            704  org.apache.lucene.codecs.compressing.CompressingStoredFieldsWriter
 884:            11            704  org.apache.solr.schema.DoubleField
 885:            11            704  org.apache.solr.handler.JsonUpdateRequestHandler
 886:            11            704  org.apache.solr.handler.CSVRequestHandler
 887:            22            704  java.util.ArrayList$ListItr
 888:            11            704  org.apache.solr.handler.admin.LoggingHandler
 889:            11            704  org.apache.solr.core.NRTCachingDirectoryFactory
 890:            11            704  org.apache.solr.schema.RandomSortField
 891:            44            704  java.util.concurrent.atomic.AtomicReferenceArray
 892:            11            704  org.apache.solr.handler.admin.ShowFileRequestHandler
 893:            11            704  org.apache.solr.core.SchemaCodecFactory$1
 894:            22            704  org.apache.lucene.index.BufferedDeletesStream$ApplyDeletesResult
 895:            11            704  org.apache.solr.update.UpdateLog$1
 896:            11            704  org.apache.solr.schema.BoolField
 897:            22            704  org.apache.lucene.search.ConstantScoreQuery$ConstantWeight
 898:            11            704  org.apache.lucene.index.MergePolicy$OneMerge
 899:            11            704  org.apache.solr.handler.PingRequestHandler
 900:            29            696  org.apache.tomcat.util.digester.ArrayStack
 901:            43            688  java.util.jar.Attributes
 902:            17            680  java.io.ObjectStreamClass$FieldReflector
 903:            17            680  org.apache.lucene.search.BooleanScorer2$SingleMatchScorer
 904:            17            680  org.apache.tomcat.util.digester.CallParamRule
 905:            28            672  javax.management.NotificationBroadcasterSupport
 906:            12            672  org.apache.lucene.index.IndexFileDeleter
 907:            27            648  sun.reflect.generics.tree.SimpleClassTypeSignature
 908:            20            640  com.ctc.wstx.util.TextBuilder
 909:            10            640  com.ctc.wstx.sr.NsAttributeCollector
 910:            39            624  java.util.regex.Pattern$CharPropertyNames$1
 911:            13            624  org.apache.lucene.codecs.BlockTreeTermsWriter
 912:            26            624  org.apache.lucene.index.MultiBits
 913:            26            624  org.apache.tomcat.util.buf.IntermediateOutputStream
 914:            26            624  java.security.spec.ECFieldF2m
 915:            26            624  java.util.zip.ZStreamRef
 916:            11            616  org.apache.solr.update.DefaultSolrCoreState
 917:            11            616  org.apache.solr.handler.DumpRequestHandler
 918:            11            616  [Ljava.text.Format;
 919:            11            616  org.apache.solr.handler.admin.SolrInfoMBeanHandler
 920:            11            616  org.apache.lucene.search.spell.DirectSpellChecker
 921:            11            616  org.apache.solr.handler.admin.PluginInfoHandler
 922:            11            616  org.apache.solr.handler.admin.ThreadDumpHandler
 923:            11            616  org.apache.solr.handler.admin.PropertiesRequestHandler
 924:            11            616  org.apache.lucene.codecs.compressing.CompressingStoredFieldsIndexWriter
 925:            11            616  org.apache.solr.update.VersionInfo
 926:            11            616  org.apache.solr.core.CoreDescriptor
 927:            11            616  org.apache.solr.handler.admin.LukeRequestHandler
 928:            19            608  org.apache.tomcat.util.digester.SetPropertiesRule
 929:            19            608  com.sun.org.apache.xerces.internal.impl.dtd.XMLElementDecl
 930:            19            608  com.sun.jmx.mbeanserver.WeakIdentityHashMap$IdentityWeakReference
 931:            19            608  com.sun.org.apache.xerces.internal.util.XMLResourceIdentifierImpl
 932:             5            600  org.apache.tomcat.util.digester.Digester
 933:            25            600  java.util.regex.Pattern$Category
 934:            15            600  org.apache.solr.common.util.FastInputStream
 935:            15            600  com.sun.org.apache.xerces.internal.impl.dtd.XMLEntityDecl
 936:            25            600  sun.nio.cs.CharsetMapping$Entry
 937:            29            584  [Lorg.apache.catalina.Container;
 938:            24            576  org.apache.lucene.store.FlushInfo
 939:            18            576  org.apache.naming.NamingContext
 940:            12            576  java.util.concurrent.locks.ReentrantReadWriteLock$FairSync
 941:            12            576  com.spatial4j.core.shape.impl.RectangleImpl
 942:            12            576  org.apache.lucene.index.ConcurrentMergeScheduler
 943:            24            576  org.apache.naming.NamingEntry
 944:            24            576  org.apache.solr.search.BitDocSet$2$1$1
 945:            24            576  java.lang.ProcessEnvironment$Variable
 946:            24            576  java.lang.ProcessEnvironment$Value
 947:            12            576  org.apache.solr.core.SolrResourceLoader
 948:            12            576  [Lorg.apache.lucene.index.DocumentsWriterPerThreadPool$ThreadState;
 949:             5            568  [Lorg.apache.naming.resources.CacheEntry;
 950:            35            560  java.util.regex.Pattern$BranchConn
 951:            10            560  javax.management.openmbean.CompositeType
 952:            14            560  javax.management.openmbean.SimpleType
 953:            14            560  com.sun.org.apache.xerces.internal.dom.TextImpl
 954:            10            560  com.ctc.wstx.util.TextBuffer
 955:            10            560  com.ctc.wstx.io.UTF8Reader
 956:             5            560  com.sun.org.apache.xerces.internal.impl.XMLEntityManager
 957:            14            560  org.apache.solr.update.CommitUpdateCommand
 958:            23            552  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$HoldCounter
 959:            23            552  com.sun.jmx.mbeanserver.PerInterface$MethodAndSig
 960:             2            544  [Lcom.ctc.wstx.util.SymbolTable$Bucket;
 961:            34            544  sun.rmi.transport.DGCAckHandler$1
 962:            22            528  org.apache.catalina.util.InstanceSupport
 963:            11            528  org.apache.solr.analysis.ReversedWildcardFilterFactory
 964:            11            528  org.apache.solr.schema.FieldType$DefaultAnalyzer$1
 965:            22            528  org.apache.lucene.search.ConstantScoreQuery
 966:            22            528  org.apache.solr.highlight.ScoreOrderFragmentsBuilder
 967:            22            528  org.apache.lucene.analysis.en.EnglishPossessiveFilterFactory
 968:            22            528  java.io.ExpiringCache$Entry
 969:            22            528  org.apache.solr.core.IndexDeletionPolicyWrapper$IndexCommitWrapper
 970:            33            528  org.apache.solr.handler.loader.JsonLoader
 971:            11            528  org.apache.lucene.search.FieldCacheImpl$LongCache$1
 972:            33            528  org.apache.solr.handler.loader.CSVLoader
 973:            22            528  org.apache.lucene.store.NativeFSLockFactory
 974:            22            528  org.apache.lucene.store.SingleInstanceLockFactory
 975:            22            528  org.apache.solr.core.QuerySenderListener
 976:            33            528  org.apache.solr.handler.loader.JavabinLoader
 977:            22            528  org.apache.lucene.analysis.ar.ArabicNormalizationFilterFactory
 978:            33            528  org.apache.solr.handler.UpdateRequestHandler$1
 979:            22            528  org.apache.lucene.analysis.cjk.CJKWidthFilterFactory
 980:            22            528  org.apache.solr.handler.component.SpellCheckComponent$SpellCheckerListener
 981:            22            528  org.apache.solr.schema.IndexSchema$DynamicField
 982:            11            528  org.apache.solr.highlight.DefaultSolrHighlighter
 983:            33            528  java.util.concurrent.FutureTask
 984:            33            528  java.util.Collections$SingletonSet
 985:             1            528  [Ljava.lang.Character;
 986:            22            528  org.apache.catalina.core.StandardWrapperFacade
 987:            22            528  org.apache.solr.schema.IndexSchema$DynamicReplacement$DynamicPattern$NameEndsWith
 988:             5            520  com.sun.org.apache.xerces.internal.jaxp.SAXParserImpl$JAXPSAXParser
 989:            13            520  sun.rmi.transport.tcp.TCPEndpoint
 990:            13            520  com.sun.jmx.mbeanserver.PerInterface
 991:            13            520  org.apache.solr.handler.dataimport.DocBuilder$Statistics
 992:             4            512  org.apache.tomcat.util.threads.ThreadWithAttributes
 993:            16            512  javax.imageio.spi.DigraphNode
 994:             8            512  org.apache.lucene.search.BooleanScorer2$1
 995:            21            504  sun.security.x509.AVAKeyword
 996:             7            504  org.apache.juli.ClassLoaderLogManager$RootLogger
 997:            13            488  [[S
 998:            27            488  [Lsun.reflect.generics.tree.TypeArgument;
 999:            15            480  java.util.concurrent.SynchronousQueue
1000:            12            480  java.util.regex.Pattern$Loop
1001:            12            480  org.apache.lucene.index.BufferedDeletesStream
1002:            14            480  [Lcom.sun.org.apache.xerces.internal.util.XMLAttributesImpl$Attribute;
1003:            30            480  sun.security.x509.GeneralName
1004:             6            480  com.mysql.jdbc.ConnectionPropertiesImpl$MemorySizeConnectionProperty
1005:            15            480  sun.security.x509.DistributionPoint
1006:            12            480  com.ctc.wstx.util.SymbolTable
1007:             5            480  com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDProcessor
1008:            10            480  org.apache.solr.update.AddUpdateCommand
1009:            15            480  org.apache.lucene.search.ConstantScoreAutoRewrite$TermStateByteStart
1010:            15            480  sun.security.x509.URIName
1011:            10            480  org.apache.lucene.index.FrozenBufferedDeletes
1012:            20            480  org.apache.lucene.index.DocumentsWriterDeleteQueue$TermNode
1013:            18            464  [Ljava.io.ObjectStreamClass$ClassDataSlot;
1014:            14            448  java.io.FileNotFoundException
1015:            28            448  sun.security.x509.GeneralNames
1016:            14            448  org.apache.lucene.util.packed.BulkOperationPackedSingleBlock
1017:             8            448  javax.management.openmbean.OpenMBeanParameterInfoSupport
1018:            14            448  sun.reflect.UnsafeQualifiedStaticObjectFieldAccessorImpl
1019:            28            448  org.apache.lucene.index.MergeState$NoDelDocMap
1020:            14            448  com.sun.org.apache.xml.internal.dtm.ref.ExtendedType
1021:            14            448  org.apache.catalina.startup.SetNextNamingRule
1022:            11            440  org.apache.solr.handler.component.QueryElevationComponent
1023:            11            440  org.apache.lucene.analysis.pattern.PatternReplaceFilterFactory
1024:            11            440  java.text.MessageFormat
1025:            11            440  org.apache.solr.update.UpdateLog$RecoveryInfo
1026:             5            440  org.apache.jasper.EmbeddedServletOptions
1027:            11            440  org.apache.lucene.analysis.ja.JapaneseTokenizerFactory
1028:            11            440  org.apache.solr.core.SolrConfig$UpdateHandlerInfo
1029:             4            440  [Ljava.math.BigInteger;
1030:            11            440  org.apache.solr.spelling.WordBreakSolrSpellChecker
1031:            11            440  org.apache.lucene.search.MatchAllDocsQuery$MatchAllScorer
1032:             1            432  [[[C
1033:             9            432  com.sun.org.apache.xerces.internal.util.XMLAttributesIteratorImpl
1034:             9            432  com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack
1035:             9            432  javax.naming.NamingException
1036:            27            432  sun.reflect.generics.tree.ClassTypeSignature
1037:            18            432  java.text.DateFormat$Field
1038:            13            416  sun.security.x509.CRLDistributionPointsExtension
1039:             2            416  [Lorg.apache.lucene.util.packed.BulkOperation;
1040:            16            416  [Ljava.beans.PropertyChangeListener;
1041:            13            416  org.apache.lucene.codecs.perfield.PerFieldPostingsFormat$FieldsWriter
1042:            17            408  org.apache.lucene.analysis.core.WhitespaceAnalyzer
1043:            25            400  org.apache.coyote.ActionCode
1044:            10            400  sun.nio.ch.FileLockImpl
1045:            10            400  org.apache.lucene.store.NativeFSLock
1046:            10            400  org.apache.solr.update.MemOutputStream
1047:            10            400  com.ctc.wstx.io.MergedReader
1048:            10            400  org.apache.lucene.codecs.compressing.CompressingStoredFieldsReader$ChunkIterator
1049:            10            400  com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDDescription
1050:            10            400  org.apache.catalina.startup.HostConfig$DeployedApplication
1051:             7            392  org.apache.lucene.search.TopFieldCollector$OneComparatorNonScoringCollector
1052:            12            384  org.apache.lucene.codecs.lucene41.Lucene41StoredFieldsFormat
1053:            12            384  org.apache.lucene.codecs.lucene42.Lucene42TermVectorsFormat
1054:             6            384  org.apache.catalina.deploy.NamingResources
1055:            12            384  org.apache.solr.handler.dataimport.VariableResolver$Resolved
1056:             6            384  java.security.SecureRandom
1057:            16            384  org.apache.lucene.codecs.DocValuesConsumer$1
1058:            16            384  org.apache.commons.logging.impl.SLF4JLocationAwareLog
1059:            16            384  org.apache.lucene.util.packed.Packed64SingleBlock$Packed64SingleBlock10
1060:            12            384  org.apache.lucene.codecs.lucene42.Lucene42DocValuesConsumer
1061:            12            384  com.spatial4j.core.context.SpatialContext
1062:            12            384  org.apache.lucene.index.ThreadAffinityDocumentsWriterThreadPool
1063:             5            360  org.apache.catalina.loader.WebappLoader
1064:            15            360  java.util.regex.Pattern$Slice
1065:             9            360  com.sun.org.apache.xerces.internal.impl.validation.ValidationState
1066:            15            360  org.apache.solr.common.params.CoreAdminParams$CoreAdminAction
1067:            15            360  org.apache.lucene.codecs.lucene40.Lucene40SegmentInfoFormat
1068:             9            360  com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack2
1069:            11            360  [Ljava.io.File;
1070:            11            352  org.apache.solr.handler.component.SpellCheckComponent
1071:            22            352  [Lorg.apache.catalina.InstanceListener;
1072:            11            352  org.apache.lucene.search.spell.WordBreakSpellChecker
1073:            11            352  org.apache.lucene.analysis.phonetic.DoubleMetaphoneFilterFactory
1074:            22            352  org.apache.lucene.analysis.Analyzer$PerFieldReuseStrategy
1075:            11            352  java.io.DataInputStream
1076:            11            352  org.apache.solr.servlet.SolrRequestParsers
1077:            11            352  org.apache.lucene.util.NumericUtils$1
1078:            11            352  org.apache.solr.spelling.DirectSolrSpellChecker
1079:            11            352  org.apache.solr.schema.IndexSchema$SolrQueryAnalyzer
1080:            11            352  org.apache.solr.core.SolrConfig$HttpCachingConfig
1081:            11            352  org.apache.lucene.analysis.payloads.DelimitedPayloadTokenFilterFactory
1082:            11            352  org.apache.solr.highlight.RegexFragmenter
1083:            11            352  org.apache.solr.core.SolrConfig$JmxConfiguration
1084:            11            352  org.apache.lucene.analysis.id.IndonesianStemFilterFactory
1085:            11            352  [Lorg.apache.solr.update.processor.UpdateRequestProcessorFactory;
1086:            11            352  [Lcom.google.common.cache.LocalCache$Segment;
1087:            11            352  org.apache.lucene.analysis.cjk.CJKBigramFilterFactory
1088:            11            352  org.apache.solr.core.SolrCore$LazyQueryResponseWriterWrapper
1089:            11            352  org.apache.solr.core.IndexDeletionPolicyWrapper
1090:            11            352  java.util.Vector$Itr
1091:            11            352  org.apache.lucene.analysis.ja.JapaneseKatakanaStemFilterFactory
1092:            11            352  org.apache.lucene.analysis.miscellaneous.StemmerOverrideFilterFactory
1093:            11            352  org.apache.lucene.analysis.ja.JapanesePartOfSpeechStopFilterFactory
1094:            11            352  org.apache.lucene.analysis.miscellaneous.TrimFilterFactory
1095:             6            336  java.nio.DirectLongBufferU
1096:            14            336  [Ljava.lang.Byte;
1097:            14            336  org.apache.solr.handler.dataimport.DIHLogLevels
1098:            14            336  org.apache.solr.servlet.SolrRequestParsers$2
1099:             6            336  org.apache.naming.resources.FileDirContext
1100:            14            336  javax.management.StandardMBean
1101:             7            336  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CompositeMapping
1102:            14            336  java.net.InetAddress
1103:            14            336  java.lang.RuntimePermission
1104:             7            336  org.apache.lucene.search.FieldValueHitQueue$OneComparatorFieldValueHitQueue
1105:             7            336  org.apache.lucene.search.FieldComparator$LongComparator
1106:            13            328  [Lorg.apache.lucene.store.RAMOutputStream;
1107:            16            328  [Ljava.lang.management.PlatformComponent;
1108:            10            320  java.security.cert.PolicyQualifierInfo
1109:            10            320  [Lcom.sun.org.apache.xerces.internal.impl.XMLEntityManager$CharacterBuffer;
1110:             5            320  org.apache.catalina.loader.WebappClassLoader$1
1111:             5            320  org.apache.naming.resources.ProxyDirContext
1112:             5            320  org.apache.catalina.servlets.DefaultServlet
1113:            10            320  org.apache.solr.servlet.HttpRequestContentStream
1114:             8            320  sun.rmi.transport.tcp.TCPTransport$ConnectionHandler
1115:            10            320  sun.security.util.MemoryCache
1116:             5            320  org.apache.naming.resources.ResourceCache
1117:            20            320  java.security.spec.ECFieldFp
1118:             4            320  sun.net.www.protocol.jar.URLJarFile
1119:            10            320  sun.nio.ch.FileKey
1120:            10            320  java.io.OutputStreamWriter
1121:            10            320  sun.nio.ch.SharedFileLockTable$FileLockReference
1122:            10            320  org.apache.lucene.index.DocumentsWriterFlushQueue$SegmentFlushTicket
1123:             8            320  org.apache.lucene.index.TieredMergePolicy$1
1124:            10            320  org.apache.lucene.index.DocumentsWriterPerThread$FlushedSegment
1125:            13            312  sun.misc.MetaIndex
1126:            13            312  org.apache.lucene.codecs.perfield.PerFieldPostingsFormat$FieldsConsumerAndSuffix
1127:            13            312  [Lorg.apache.lucene.index.TermVectorsConsumerPerField;
1128:            13            312  java.util.regex.Pattern$CharProperty$1
1129:            13            312  org.apache.lucene.search.SortField$Type
1130:            12            288  org.apache.lucene.index.IndexWriter$ReaderPool
1131:            12            288  org.apache.lucene.codecs.lucene42.Lucene42FieldInfosFormat
1132:            12            288  org.apache.lucene.codecs.lucene42.Lucene42Codec$1
1133:            12            288  org.apache.lucene.index.DocumentsWriterFlushQueue
1134:             8            288  [Lorg.apache.solr.search.DocSet;
1135:            12            288  org.apache.lucene.codecs.lucene42.Lucene42Codec$2
1136:            18            288  java.util.regex.Pattern$CharPropertyNames$4
1137:             4            288  org.apache.juli.FileHandler
1138:            12            288  java.util.regex.Pattern$Prolog
1139:             6            288  org.apache.catalina.mbeans.NamingResourcesMBean
1140:             9            288  org.apache.solr.handler.component.HttpShardHandler
1141:             9            288  [Ljava.lang.StringBuilder;
1142:             9            288  java.text.FieldPosition
1143:             9            288  java.util.logging.LogManager$LogNode
1144:             6            288  org.apache.catalina.core.NamingContextListener
1145:            12            288  com.sun.jmx.remote.util.ClassLogger
