
 num     #instances         #bytes  class name
1377:             1            160  org.apache.solr.core.CoreContainer
1378:            10            160  org.apache.lucene.index.FrozenBufferedDeletes$1
1379:             4            160  java.util.Collections$SingletonMap
1380:             5            160  sun.security.x509.ExtendedKeyUsageExtension
1381:             4            160  sun.rmi.transport.WeakRef
1382:             5            160  com.sun.org.apache.xerces.internal.util.NamespaceSupport
1383:             4            160  java.io.BufferedInputStream
1384:             5            160  org.apache.jasper.compiler.TldLocationsCache
1385:            10            160  java.util.WeakHashMap$EntrySet
1386:             5            160  com.sun.org.apache.xpath.internal.objects.XNumber
1387:             2            160  org.apache.catalina.authenticator.BasicAuthenticator
1388:             5            160  com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl$NSContentDriver
1389:             5            160  org.apache.jasper.compiler.TagPluginManager
1390:             5            160  org.apache.tomcat.util.digester.RulesBase
1391:            10            160  [Lorg.apache.lucene.search.Query;
1392:             5            160  org.apache.naming.TransactionRef
1393:            10            160  org.apache.lucene.index.PrefixCodedTerms
1394:            10            160  java.util.zip.CRC32
1395:             5            160  javax.imageio.spi.SubRegistry
1396:             2            160  javax.management.remote.rmi.NoCallStackClassLoader
1397:             1            152  org.apache.catalina.core.StandardEngine
1398:             1            152  org.apache.jk.common.ChannelSocket
1399:             1            152  [Lorg.apache.tomcat.util.buf.StringCache$ByteEntry;
1400:             6            144  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl
1401:             6            144  [Lorg.apache.catalina.deploy.SecurityCollection;
1402:             2            144  sun.security.ssl.SSLContextImpl$TLS10Context
1403:             6            144  java.util.regex.Pattern$CharPropertyNames$2
1404:             3            144  java.lang.ThreadGroup
1405:             6            144  sun.misc.PerfCounter
1406:             6            144  org.apache.solr.core.SolrInfoMBean$Category
1407:             6            144  sun.security.ssl.ProtocolVersion
1408:             6            144  org.apache.catalina.startup.SetAllPropertiesRule
1409:             6            144  sun.security.x509.Extension
1410:             6            144  org.apache.solr.search.SortedIntDocSet$2
1411:             2            144  com.mysql.jdbc.ConnectionPropertiesImpl$LongConnectionProperty
1412:             6            144  com.sun.org.apache.xerces.internal.util.Status
1413:             3            144  org.apache.lucene.index.MergeState
1414:             9            144  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$XMLDeclDriver
1415:             9            144  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$PrologDriver
1416:             9            144  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$TrailingMiscDriver
1417:             2            144  [Ljava.math.BigDecimal;
1418:             3            144  org.apache.catalina.util.Extension
1419:             6            144  com.sun.org.apache.xml.internal.utils.NSInfo
1420:             6            144  sun.reflect.generics.scope.MethodScope
1421:             3            144  org.apache.lucene.index.MultiDocsAndPositionsEnum
1422:             3            144  org.apache.lucene.codecs.MappingMultiDocsAndPositionsEnum
1423:             2            144  org.apache.http.impl.conn.HttpConnPool
1424:             3            136  [Lorg.apache.lucene.index.DocsAndPositionsEnum;
1425:             1            136  com.sun.org.apache.xerces.internal.dom.DocumentImpl
1426:             4            128  sun.util.locale.UnicodeLocaleExtension
1427:             2            128  [Lorg.apache.lucene.util.Version;
1428:             2            128  java.io.ExpiringCache$1
1429:             4            128  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$ArrayMapping
1430:             4            128  org.apache.tomcat.util.threads.ThreadPool$ControlRunnable
1431:             4            128  javax.management.StandardEmitterMBean
1432:             8            128  java.util.regex.Pattern$CharPropertyNames$3
1433:             4            128  [Ljava.rmi.server.Operation;
1434:             2            128  org.apache.solr.handler.dataimport.RequestInfo
1435:             2            128  org.apache.solr.handler.dataimport.DocBuilder
1436:             4            128  sun.reflect.generics.reflectiveObjects.TypeVariableImpl
1437:             1            128  org.apache.catalina.valves.AccessLogValve
1438:             4            128  javax.management.MBeanNotificationInfo
1439:             8            128  org.apache.lucene.search.FieldCacheImpl$IntsFromArray
1440:             4            128  org.apache.http.conn.scheme.Scheme
1441:             2            128  javax.management.remote.rmi.RMIConnectorServer
1442:             1            128  org.apache.coyote.http11.Http11Protocol
1443:             7            128  [Lorg.apache.tomcat.util.http.mapper.Mapper$Host;
1444:             4            128  java.security.AlgorithmParameters
1445:             4            128  sun.security.ssl.EphemeralKeyManager$EphemeralKeyPair
1446:             4            128  sun.rmi.transport.tcp.TCPTransport
1447:             2            128  org.apache.solr.handler.dataimport.config.Entity
1448:             6            128  [Ljava.security.CodeSigner;
1449:             4            128  sun.security.ssl.SSLSessionContextImpl
1450:             2            128  org.apache.solr.handler.dataimport.EntityProcessorWrapper
1451:             8            128  sun.security.x509.CertificatePolicyId
1452:             5            120  java.util.regex.Pattern$Dollar
1453:             5            120  org.apache.http.auth.AuthProtocolState
1454:             3            120  org.apache.catalina.deploy.FilterDef
1455:             5            120  com.sun.org.apache.xerces.internal.util.SymbolTable
1456:             5            120  com.sun.org.apache.xerces.internal.impl.validation.ValidationManager
1457:             5            120  java.util.jar.Manifest
1458:             5            120  com.sun.org.apache.xerces.internal.impl.msg.XMLMessageFormatter
1459:             5            120  org.apache.lucene.index.FilteredTermsEnum$AcceptStatus
1460:             3            120  org.apache.lucene.index.SegmentMerger
1461:             5            120  org.apache.catalina.core.ApplicationContextFacade
1462:             5            120  java.net.ServerSocket
1463:             5            120  com.sun.org.apache.xerces.internal.util.PropertyState
1464:             5            120  org.apache.catalina.startup.TldConfig
1465:             5            120  java.io.BufferedOutputStream
1466:             5            120  org.apache.lucene.util.packed.Packed64SingleBlock$Packed64SingleBlock5
1467:             5            120  sun.security.jca.ServiceId
1468:             5            120  org.apache.lucene.util.packed.Packed64SingleBlock$Packed64SingleBlock9
1469:             5            120  com.sun.org.apache.xerces.internal.util.SecurityManager
1470:             5            120  org.apache.lucene.util.automaton.CompiledAutomaton$AUTOMATON_TYPE
1471:             5            120  org.apache.solr.schema.TrieField$TrieTypes
1472:             3            120  org.apache.solr.search.DocSetDelegateCollector
1473:             3            120  sun.security.ec.ECPublicKeyImpl
1474:             5            120  javax.imageio.spi.PartiallyOrderedSet
1475:             5            120  javax.xml.namespace.QName
1476:             1            112  org.apache.juli.ClassLoaderLogManager$Cleaner
1477:             2            112  com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap
1478:             2            112  com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMap
1479:             2            112  org.apache.lucene.codecs.lucene40.Lucene40Codec
1480:             7            112  java.util.logging.ErrorManager
1481:             7            112  org.apache.naming.NameParserImpl
1482:             1            112  org.apache.catalina.startup.Catalina$CatalinaShutdownHook
1483:             2            112  org.apache.coyote.RequestGroupInfo
1484:             2            112  org.apache.solr.handler.dataimport.ContextImpl
1485:             1            112  java.util.logging.LogManager$Cleaner
1486:             1            112  java.lang.ref.Finalizer$FinalizerThread
1487:             7            112  java.util.concurrent.ConcurrentHashMap$Values
1488:             2            112  javax.management.remote.rmi.RMIJRMPServerImpl
1489:             2            112  org.apache.catalina.startup.CallMethodMultiRule
1490:             1            104  sun.security.jca.ProviderList$1
1491:             5            104  [Lorg.apache.catalina.deploy.SecurityConstraint;
1492:             1            104  com.sun.net.ssl.internal.ssl.Provider
1493:             1            104  sun.security.rsa.SunRsaSign
1494:             1            104  org.apache.solr.handler.SnapPuller
1495:             1            104  sun.security.ec.ECKeyFactory$1
1496:             1            104  org.apache.catalina.startup.Catalina
1497:             1            104  com.sun.crypto.provider.SunJCE
1498:             1            104  sun.misc.GC$Daemon
1499:             1            104  com.sun.security.sasl.Provider
1500:             1            104  org.jcp.xml.dsig.internal.dom.XMLDSigRI
1501:             1            104  sun.security.smartcardio.SunPCSC
1502:             1            104  java.lang.ref.Reference$ReferenceHandler
1503:             1            104  org.apache.catalina.realm.UserDatabaseRealm
1504:             5            104  [Lorg.apache.catalina.deploy.FilterMap;
1505:             1            104  org.apache.tomcat.util.net.JIoEndpoint
1506:             1            104  sun.security.ec.SunEC
1507:             4             96  org.apache.catalina.deploy.ErrorPage
1508:             4             96  org.apache.lucene.document.FieldType$NumericType
1509:             1             96  [Lorg.apache.jk.core.JkHandler;
1510:             3             96  java.io.DataOutputStream
1511:             4             96  org.apache.solr.handler.admin.LukeRequestHandler$ShowStyle
1512:             3             96  sun.reflect.generics.repository.ClassRepository
1513:             4             96  java.text.Normalizer$Form
1514:             4             96  com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser$LocatorProxy
1515:             2             96  [Lcom.google.common.cache.LocalCache$EntryFactory;
1516:             3             96  org.apache.lucene.store.MergeInfo
1517:             3             96  org.apache.lucene.index.MergeState$CheckAbort
1518:             6             96  sun.security.provider.NativePRNG
1519:             3             96  org.apache.tomcat.util.buf.UDecoder$DecodeException
1520:             4             96  org.apache.lucene.index.MergePolicy$MergeTrigger
1521:             4             96  sun.rmi.transport.ObjectEndpoint
1522:             4             96  java.util.regex.Pattern$Bound
1523:             2             96  javax.management.openmbean.TabularType
1524:             6             96  java.util.logging.SimpleFormatter
1525:             3             96  org.apache.solr.update.UpdateLog$DBQ
1526:             3             96  sun.misc.GC$LatencyRequest
1527:             2             96  org.apache.solr.handler.dataimport.JdbcDataSource
1528:             6             96  java.util.TreeMap$EntrySet
1529:             4             96  org.apache.lucene.index.FieldInfo$DocValuesType
1530:             4             96  java.rmi.dgc.VMID
1531:             4             96  sun.reflect.generics.tree.FormalTypeParameter
1532:             6             96  java.security.AllPermission
1533:             4             96  org.apache.lucene.util.packed.Packed64SingleBlock$Packed64SingleBlock3
1534:             6             96  [Lsun.reflect.generics.tree.TypeSignature;
1535:             3             96  sun.security.x509.PrivateKeyUsageExtension
1536:             4             96  org.apache.solr.handler.dataimport.DataImporter$Status
1537:             4             96  org.apache.solr.handler.PingRequestHandler$ACTIONS
1538:             3             96  java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl
1539:             3             96  javax.management.MBeanConstructorInfo
1540:             4             96  org.apache.solr.search.SolrCache$State
1541:             2             96  org.apache.solr.handler.dataimport.config.DIHConfiguration
1542:             4             96  com.sun.xml.internal.stream.Entity$InternalEntity
1543:             2             96  sun.management.GarbageCollectorImpl
1544:             2             96  org.apache.solr.handler.dataimport.SqlEntityProcessor
1545:             3             96  org.apache.catalina.deploy.FilterMap
1546:             4             96  java.awt.Queue
1547:             4             96  org.apache.lucene.index.FieldInfo$IndexOptions
1548:             4             96  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$ContentDriver
1549:             3             96  sun.rmi.transport.tcp.TCPTransport$AcceptLoop
1550:             4             96  sun.util.locale.LocaleExtensions
1551:             4             96  org.apache.solr.servlet.cache.Method
1552:             4             96  java.io.ObjectStreamClass$ExceptionInfo
1553:             2             96  org.apache.lucene.util.packed.MonotonicAppendingLongBuffer
1554:             3             96  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping
1555:             3             96  org.apache.catalina.deploy.LoginConfig
1556:             4             96  org.apache.lucene.util.RamUsageEstimator$JvmFeature
1557:             3             96  org.apache.http.HttpHost
1558:             4             96  org.apache.lucene.store.IOContext$Context
1559:             3             96  org.apache.catalina.core.ApplicationFilterConfig
1560:             2             96  [Lcom.sun.management.VMOption$Origin;
1561:             6             96  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet
1562:             4             96  org.apache.solr.update.UpdateLog$State
1563:             1             88  com.sun.imageio.plugins.gif.GIFImageReaderSpi
1564:             1             88  [Lsun.security.util.ObjectIdentifier;
1565:             1             88  [[Ljava.lang.Byte;
1566:             1             88  com.sun.imageio.plugins.gif.GIFImageWriterSpi
1567:             1             88  com.sun.imageio.plugins.bmp.BMPImageReaderSpi
1568:             1             88  com.sun.imageio.plugins.bmp.BMPImageWriterSpi
1569:             1             88  com.sun.imageio.plugins.wbmp.WBMPImageReaderSpi
1570:             1             88  com.sun.imageio.plugins.wbmp.WBMPImageWriterSpi
1571:             1             88  com.sun.imageio.plugins.png.PNGImageReaderSpi
1572:             1             88  com.sun.imageio.plugins.png.PNGImageWriterSpi
1573:             1             88  com.sun.imageio.plugins.jpeg.JPEGImageReaderSpi
1574:             1             88  [Lorg.apache.catalina.valves.AccessLogValve$AccessLogElement;
1575:             1             88  sun.nio.cs.CharsetMapping
1576:             1             88  com.sun.imageio.plugins.jpeg.JPEGImageWriterSpi
1577:             2             80  org.apache.catalina.startup.CallParamMultiRule
1578:             2             80  org.apache.solr.handler.dataimport.DebugLogger$DebugInfo
1579:             1             80  org.apache.jk.common.HandlerRequest
1580:             1             80  sun.misc.Launcher$ExtClassLoader
1581:             2             80  org.apache.lucene.index.StandardDirectoryReader$ReaderCommit
1582:             2             80  [Lorg.apache.tomcat.util.http.mapper.Mapper$Context;
1583:             5             80  org.apache.catalina.core.StandardHost$MemoryLeakTrackingListener
1584:             2             80  java.util.Locale$Category
1585:             2             80  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping
1586:             2             80  org.apache.catalina.mbeans.ConnectorMBean
1587:             2             80  org.apache.catalina.mbeans.MBeanFactory
1588:             1             80  [Lorg.apache.solr.common.params.CoreAdminParams$CoreAdminAction;
1589:             1             80  org.apache.http.impl.conn.DefaultClientConnection
1590:             1             80  sun.rmi.transport.DGCClient$EndpointEntry
1591:             2             80  org.apache.solr.handler.ReplicationHandler$FileInfo
1592:             5             80  [Lorg.apache.catalina.deploy.ApplicationParameter;
1593:             2             80  java.net.SocketTimeoutException
1594:             5             80  com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser$AttributesProxy
1595:             1             80  org.apache.jk.core.MsgContext
1596:             2             80  org.apache.solr.handler.dataimport.DataImportHandler$1
1597:             5             80  sun.net.www.protocol.jar.Handler
1598:             1             80  org.apache.catalina.core.StandardServer
1599:             5             80  java.net.Socket$3
1600:             2             80  org.apache.solr.handler.dataimport.JdbcDataSource$1
1601:             5             80  java.net.Socket$2
1602:             1             80  sun.misc.Launcher$AppClassLoader
1603:             2             80  org.apache.catalina.connector.MapperListener
1604:             5             80  org.apache.catalina.util.CharsetMapper
1605:             2             80  org.apache.http.conn.routing.HttpRoute
1606:             1             80  org.apache.http.impl.io.SocketInputBuffer
1607:             2             80  java.io.ExpiringCache
1608:             5             80  com.sun.org.apache.xerces.internal.impl.dv.dtd.DTDDVFactoryImpl
1609:             1             80  org.apache.catalina.loader.StandardClassLoader
1610:             1             72  org.apache.http.impl.conn.HttpPoolEntry
1611:             3             72  org.apache.solr.update.processor.DistributedUpdateProcessor$DistribPhase
1612:             3             72  sun.awt.AppContext$State
1613:             3             72  org.apache.solr.update.UpdateLog$SyncLevel
1614:             3             72  sun.reflect.generics.scope.ClassScope
1615:             1             72  [Lorg.apache.solr.handler.dataimport.DIHLogLevels;
1616:             3             72  [Lsun.reflect.generics.tree.ClassTypeSignature;
1617:             3             72  sun.reflect.generics.tree.ClassSignature
1618:             3             72  org.apache.solr.common.params.CommonParams$EchoParamStyle
1619:             3             72  [Ljava.lang.reflect.TypeVariable;
1620:             1             72  org.apache.catalina.core.StandardService
1621:             3             72  org.apache.http.HttpVersion
1622:             3             72  org.apache.lucene.analysis.ja.JapaneseTokenizer$Mode
1623:             1             72  [Ljavax.management.openmbean.OpenType;
1624:             3             72  org.apache.lucene.analysis.util.AnalysisSPILoader
1625:             3             72  org.apache.lucene.index.StoredFieldVisitor$Status
1626:             3             72  org.apache.lucene.index.IndexWriterConfig$OpenMode
1627:             3             72  org.apache.solr.core.SolrConfig$HttpCachingConfig$LastModFrom
1628:             1             72  java.awt.EventQueue
1629:             3             72  java.net.Proxy$Type
1630:             3             72  sun.misc.Signal
1631:             3             72  org.apache.lucene.util.NamedSPILoader
1632:             1             72  [Ljavax.management.openmbean.SimpleType;
1633:             3             72  org.apache.lucene.index.TermsEnum$SeekStatus
1634:             2             72  [Lsun.security.jca.ProviderConfig;
1635:             1             72  sun.reflect.misc.MethodUtil
1636:             3             72  java.security.SecurityPermission
1637:             3             72  org.apache.lucene.util.fst.FST$INPUT_TYPE
1638:             1             72  org.apache.jk.server.JkMain
1639:             1             72  [Lcom.sun.org.apache.xml.internal.dtm.ref.ExtendedType;
1640:             1             72  [Lorg.apache.lucene.search.SortField$Type;
1641:             3             72  com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry
1642:             1             72  java.util.logging.LogManager$RootLogger
1643:             2             64  [Lorg.apache.lucene.util.RamUsageEstimator$JvmFeature;
1644:             4             64  org.apache.solr.common.params.RequiredSolrParams
1645:             2             64  org.apache.solr.handler.dataimport.SimplePropertiesWriter
1646:             2             64  sun.rmi.transport.DGCImpl$LeaseInfo
1647:             2             64  javax.net.ssl.SSLParameters
1648:             2             64  com.sun.jndi.ldap.pool.Pool
1649:             1             64  org.apache.catalina.mbeans.MemoryUserDatabaseMBean
1650:             2             64  sun.security.x509.SubjectAlternativeNameExtension
1651:             2             64  [Lorg.apache.lucene.analysis.ja.JapaneseTokenizer$Mode;
1652:             4             64  java.util.regex.Pattern$Begin
1653:             1             64  sun.security.provider.NativePRNG$RandomIO
1654:             2             64  sun.rmi.server.UnicastServerRef
1655:             1             64  org.apache.jk.server.JkCoyoteHandler
1656:             2             64  org.apache.catalina.filters.CsrfPreventionFilter
1657:             2             64  sun.rmi.server.UnicastServerRef2
1658:             2             64  java.lang.VirtualMachineError
1659:             2             64  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CollectionMapping
1660:             2             64  [Lorg.apache.solr.core.SolrConfig$HttpCachingConfig$LastModFrom;
1661:             2             64  java.io.PrintStream
1662:             1             64  com.google.common.cache.CacheStats
1663:             2             64  com.sun.org.apache.xpath.internal.objects.XBooleanStatic
1664:             2             64  sun.util.logging.PlatformLogger$JavaLogger
1665:             1             64  org.apache.solr.handler.component.HttpShardHandlerFactory
1666:             2             64  org.apache.lucene.index.MergeState$DocMap$1
1667:             2             64  sun.security.ssl.X509TrustManagerImpl
1668:             2             64  [Lorg.apache.solr.handler.PingRequestHandler$ACTIONS;
1669:             2             64  org.apache.jk.common.MsgAjp
1670:             2             64  sun.nio.fs.UnixPath
1671:             2             64  org.apache.catalina.util.SchemaResolver
1672:             2             64  java.lang.ref.ReferenceQueue$Null
1673:             2             64  java.security.BasicPermissionCollection
1674:             2             64  [[Lcom.sun.org.apache.xerces.internal.xni.QName;
1675:             1             64  java.util.ResourceBundle$RBClassLoader
1676:             4             64  com.sun.org.apache.xerces.internal.util.EntityResolverWrapper
1677:             4             64  org.apache.catalina.util.DefaultAnnotationProcessor
1678:             4             64  org.apache.solr.common.util.XMLErrorLogger
1679:             1             64  org.apache.solr.handler.admin.CollectionsHandler
1680:             2             64  com.mysql.jdbc.JDBC4DatabaseMetaData
1681:             2             64  [Lorg.apache.solr.servlet.cache.Method;
1682:             2             64  org.apache.solr.handler.dataimport.DebugLogger
1683:             2             64  org.apache.http.impl.conn.PoolingClientConnectionManager
1684:             4             64  com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper
1685:             1             64  org.apache.tomcat.util.threads.ThreadPool
1686:             1             64  org.apache.solr.handler.admin.CoreAdminHandler
1687:             2             64  javax.management.remote.JMXServiceURL
1688:             2             64  sun.net.spi.DefaultProxySelector$NonProxyInfo
1689:             2             64  org.apache.solr.handler.dataimport.DebugLogger$1
1690:             1             56  org.apache.lucene.codecs.lucene42.Lucene42Codec
1691:             1             56  sun.security.provider.SHA
1692:             1             56  java.net.SocketPermission
1693:             1             56  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$Mappings
1694:             1             56  [Lorg.apache.http.HttpRequestInterceptor;
1695:             1             56  org.apache.http.impl.io.SocketOutputBuffer
1696:             1             56  org.apache.lucene.codecs.lucene41.Lucene41Codec
1697:             1             56  org.apache.lucene.analysis.util.CharArrayMap$EmptyCharArrayMap
1698:             1             56  sun.awt.AppContext
1699:             2             56  [Lorg.apache.catalina.startup.HostConfig$DeployedApplication;
1700:             1             56  org.tartarus.snowball.ext.FinnishStemmer
1701:             1             56  org.apache.solr.client.solrj.impl.LBHttpSolrServer
1702:             1             56  org.apache.http.impl.conn.DefaultHttpResponseParser
1703:             1             56  [Ljava.lang.Runnable;
1704:             1             56  [Lorg.apache.jk.core.Msg;
1705:             1             56  sun.nio.cs.ISO_8859_1$Encoder
1706:             1             56  java.util.logging.ConsoleHandler
1707:             1             56  org.tartarus.snowball.ext.RomanianStemmer
1708:             1             56  org.apache.juli.ClassLoaderLogManager
1709:             1             56  sun.rmi.runtime.Log$InternalStreamHandler
1710:             1             56  org.apache.catalina.startup.HostConfig
1711:             1             56  com.ctc.wstx.util.InternCache
1712:             2             48  org.apache.http.util.ByteArrayBuffer
1713:             1             48  org.apache.lucene.codecs.simpletext.SimpleTextCodec
1714:             1             48  org.apache.lucene.util.packed.BulkOperationPacked22
1715:             1             48  org.apache.jk.core.WorkerEnv
1716:             2             48  java.lang.management.ManagementPermission
1717:             2             48  org.apache.http.impl.io.HttpTransportMetricsImpl
1718:             1             48  org.apache.lucene.util.packed.BulkOperationPacked10
1719:             3             48  java.nio.channels.FileChannel$MapMode
1720:             2             48  org.apache.solr.search.Grouping$Format
1721:             1             48  org.tartarus.snowball.ext.SwedishStemmer
1722:             2             48  [Lorg.apache.solr.search.Grouping$Format;
1723:             3             48  com.sun.org.apache.xerces.internal.impl.dv.dtd.ListDatatypeValidator
1724:             1             48  [Lsun.management.counter.Units;
1725:             2             48  org.apache.solr.search.Grouping$TotalCount
1726:             1             48  org.apache.lucene.util.packed.BulkOperationPacked23
1727:             2             48  org.apache.solr.search.BitDocSet$2
1728:             2             48  org.apache.solr.core.DirectoryFactory$DirContext
1729:             1             48  org.apache.lucene.util.packed.BulkOperationPacked11
1730:             1             48  org.tartarus.snowball.ext.BasqueStemmer
1731:             2             48  org.apache.tomcat.util.http.mapper.Mapper$ContextList
1732:             2             48  org.apache.solr.parser.QueryParser$Operator
1733:             2             48  java.security.AllPermissionCollection
1734:             1             48  org.tartarus.snowball.ext.ArmenianStemmer
1735:             1             48  org.apache.lucene.util.packed.BulkOperationPacked24
1736:             1             48  org.apache.lucene.util.packed.BulkOperationPacked12
1737:             2             48  java.util.regex.Pattern$SliceI
1738:             3             48  com.ctc.wstx.api.WstxInputProperties$ParsingMode
1739:             2             48  sun.rmi.transport.SequenceEntry
1740:             1             48  org.apache.catalina.mbeans.RoleMBean
1741:             1             48  org.apache.solr.logging.jul.RecordHandler
1742:             1             48  [Lorg.apache.solr.common.SolrException$ErrorCode;
1743:             2             48  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor$ListenerWrapper
1744:             3             48  sun.rmi.server.UnicastRef
1745:             1             48  org.apache.lucene.util.packed.BulkOperationPacked13
1746:             2             48  javax.management.NotificationBroadcasterSupport$ListenerInfo
1747:             2             48  org.apache.http.impl.client.DefaultHttpRequestRetryHandler
1748:             3             48  sun.security.ec.ECParameters
1749:             2             48  sun.security.ssl.SSLAlgorithmConstraints
1750:             3             48  org.apache.lucene.codecs.lucene40.Lucene40FieldInfosReader
1751:             1             48  org.apache.catalina.mbeans.UserMBean
1752:             2             48  org.apache.solr.handler.dataimport.VariableResolver
1753:             1             48  org.apache.lucene.util.packed.BulkOperationPacked14
1754:             1             48  org.tartarus.snowball.ext.DutchStemmer
1755:             3             48  sun.security.x509.RFC822Name
1756:             3             48  java.nio.charset.CodingErrorAction
1757:             1             48  org.apache.catalina.users.MemoryUserDatabase
1758:             2             48  org.apache.solr.search.SortedIntDocSet$1
1759:             2             48  sun.misc.NativeSignalHandler
1760:             1             48  org.apache.lucene.util.packed.BulkOperationPacked15
1761:             1             48  org.apache.lucene.util.packed.BulkOperationPacked1
1762:             1             48  org.tartarus.snowball.ext.NorwegianStemmer
1763:             3             48  org.apache.lucene.codecs.lucene40.Lucene40TermVectorsFormat
1764:             1             48  org.tartarus.snowball.ext.CatalanStemmer
1765:             2             48  org.apache.lucene.util.packed.Packed64SingleBlock$Packed64SingleBlock2
1766:             2             48  org.apache.solr.handler.dataimport.DocBuilder$DocWrapper
1767:             2             48  org.apache.solr.handler.dataimport.DateFormatEvaluator
1768:             1             48  org.tartarus.snowball.ext.TurkishStemmer
1769:             1             48  org.apache.lucene.util.packed.BulkOperationPacked16
1770:             2             48  org.apache.tomcat.util.http.mapper.Mapper$Host
1771:             2             48  sun.nio.cs.ext.EUC_KR
1772:             3             48  org.apache.lucene.codecs.lucene40.Lucene40FieldInfosFormat
1773:             1             48  org.apache.lucene.util.packed.BulkOperationPacked2
1774:             3             48  java.text.AttributedCharacterIterator$Attribute
1775:             2             48  sun.security.jca.ProviderList
1776:             2             48  com.ctc.wstx.util.SymbolTable$Bucket
1777:             2             48  org.apache.solr.handler.dataimport.config.PropertyWriter
1778:             2             48  java.net.InetAddress$Cache
1779:             2             48  sun.management.ManagementFactoryHelper$1
1780:             2             48  org.apache.solr.client.solrj.SolrRequest$METHOD
1781:             1             48  org.apache.lucene.util.packed.BulkOperationPacked17
1782:             1             48  org.apache.lucene.util.packed.BulkOperationPacked3
1783:             1             48  org.tartarus.snowball.ext.IrishStemmer
1784:             2             48  java.net.InetAddress$Cache$Type
1785:             3             48  sun.rmi.server.UnicastRef2
1786:             2             48  org.apache.http.impl.conn.DefaultClientConnectionOperator
1787:             1             48  org.apache.lucene.util.packed.BulkOperationPacked4
1788:             1             48  org.apache.catalina.mbeans.JmxRemoteLifecycleListener
1789:             2             48  org.apache.lucene.codecs.lucene40.Lucene40Codec$1
1790:             3             48  sun.text.normalizer.NormalizerBase$QuickCheckResult
1791:             1             48  org.apache.lucene.util.packed.BulkOperationPacked18
1792:             2             48  org.apache.catalina.valves.AccessLogValve$ElapsedTimeElement
1793:             3             48  org.apache.lucene.codecs.lucene40.Lucene40DocValuesFormat
1794:             1             48  org.tartarus.snowball.ext.DanishStemmer
1795:             2             48  [Lsun.security.ssl.EphemeralKeyManager$EphemeralKeyPair;
1796:             2             48  com.sun.jmx.mbeanserver.WeakIdentityHashMap
1797:             1             48  org.apache.lucene.util.packed.BulkOperationPacked5
1798:             3             48  org.apache.lucene.codecs.lucene40.Lucene40NormsFormat
1799:             2             48  org.apache.catalina.connector.CoyoteAdapter
1800:             1             48  [Lsun.security.x509.NetscapeCertTypeExtension$MapEntry;
1801:             3             48  javax.management.remote.rmi.RMIServerImpl_Stub
1802:             2             48  sun.awt.MostRecentKeyValue
1803:             2             48  sun.security.provider.certpath.X509CertPath
1804:             1             48  org.apache.lucene.util.packed.BulkOperationPacked19
1805:             1             48  org.apache.lucene.util.packed.BulkOperationPacked6
1806:             2             48  [Ljava.net.InetAddress;
1807:             2             48  java.security.CodeSigner
1808:             2             48  org.apache.http.util.CharArrayBuffer
1809:             1             48  [Ljava.util.concurrent.TimeUnit;
1810:             1             48  org.apache.lucene.util.packed.BulkOperationPacked20
1811:             3             48  sun.rmi.server.WeakClassHashMap$ValueCell
1812:             1             48  [Ljava.math.RoundingMode;
1813:             3             48  com.sun.org.apache.xerces.internal.impl.dtd.DTDGrammar$QNameHashtable
1814:             3             48  org.apache.catalina.realm.RealmBase$AllRolesMode
1815:             1             48  org.apache.lucene.util.packed.BulkOperationPacked7
1816:             2             48  org.apache.http.conn.ssl.SSLSocketFactory
1817:             2             48  org.apache.http.conn.routing.RouteInfo$TunnelType
1818:             2             48  java.nio.charset.CoderResult
1819:             2             48  org.apache.lucene.search.spell.WordBreakSpellChecker$BreakSuggestionSortMethod
1820:             1             48  org.apache.lucene.util.packed.BulkOperationPacked8
1821:             3             48  org.apache.catalina.util.URLEncoder
1822:             1             48  org.apache.lucene.codecs.lucene3x.Lucene3xCodec
1823:             2             48  org.apache.http.conn.routing.RouteInfo$LayerType
1824:             1             48  org.apache.lucene.util.packed.BulkOperationPacked21
1825:             1             48  org.apache.jk.common.JkInputStream
